Trade,Origin region,Destination region,Origin country,district,req ETD wk ,Cust. Code,Carrier (Std),Contract #,BR:1st Vessel,BR:1st Voyage #,Bkg Party # ,TMS #,Booking Status,Exception?,BR:PRE,BR:POL,BR:POD,BR:DEL,Move Type,BR:Req. ETD,BC:ETD POL,BR:Eqp.,BR:Eqp. Cnt,BC:Eqp.,BC:Eqp. Cnt,BC:Release Date,BC:Version,BR:Req. FEU,BC:Conf. FEU,BC: CY Cut-off Date,BC: CY Cut-off Time,BC: VGM Cut-off Date,BC: VGM Cut-off Time,BC: SI Cut-off Date,BC: SI Cut-off Time,BC:1st ETD POL,BC:1st ETA POD,BC:1st Release Date,BC:Released,BR:2nd Vessel,BR:2nd Voyage #,Consignee,Region,Bkg Type,Shipper Bkg Linked?,CRD,Date between BR creattion / ETD req,Check,x4,x5,x6,x7,x8,x9
AP > NA,AP,NA,CN,CN S.,30,BBY,COSU,HOI23500,CMA CGM LEO,0TXF3E1MA,6360652050,185769274,Confirmed,Y,CNNSA,CNNSA,USLAX,USLAX,CYP/CYP,24-Jul,28-Jul,40HCx6,6,40HCx6,6,24-Jul,2,6.75,6.75,,,,,,,24-Jul,10-Aug,06-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-18,,,,,,
AP > NA,AP,NA,CN,CN S.,30,BBY,COSU,HOI23500,CMA CGM LEO,0TXF3E1MA,6360694430,185804608,Confirmed,Y,CNNSA,CNNSA,USLAX,USLAX,CYP/CYP,24-Jul,28-Jul,40HCx5,5,40HCx5,5,24-Jul,2,5.625,5.625,,,,,,,24-Jul,10-Aug,07-Jul,Yes,,,Best Buy,S.China,Direct,Yes,,,-17,,,,,,
AP > NA,AP,NA,CN,CN N.,30,TES,COSU,SSM25008,COSCO KAOHSIUNG,096E,8042023300,185826224,Confirmed,N,CNTAO,CNTAO,USLGB,USLGB,CYP/CYP,24-Jul,24-Jul,45HCx1,1,45HCx1,1,07-Jul,1,1.265,1.265,,,,,,,24-Jul,,07-Jul,Yes,,,Tesla,Qingdao,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,NEW,CMDU,89-0000,,,XIA1178481,185827170,Confirmed,N,CNXMN,CNXMN,FRFOS,FRFOS,CYP/CYP,24-Jul,24-Jul,"40GPx1, 40HCx4",5,"40GPx1, 40HCx4",5,11-Jul,2,5.5,5.5,,,,,,,24-Jul,24-Aug,07-Jul,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,-4,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,MUNICH MAERSK,329W,273037017,185897094,Confirmed,N,CNTSN,CNTSN,NLRTM,NLRTM,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,24-Jul,02-Sep,12-Jul,Yes,,,H&M Home,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,MUNICH MAERSK,329W,273037018,185897100,Confirmed,N,CNTSN,CNTSN,NLRTM,NLRTM,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,24-Jul,02-Sep,12-Jul,Yes,,,H&M Home,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,MUNICH MAERSK,329W,273037029,185897101,Confirmed,N,CNTSN,CNTSN,NLRTM,NLRTM,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,24-Jul,02-Sep,12-Jul,Yes,,,H&M Home,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN N.,30,HMH,MAEU,90-0080,MUNICH MAERSK,329W,273037030,185897102,Confirmed,N,CNTSN,CNTSN,NLRTM,NLRTM,CYP/CYP,24-Jul,24-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,24-Jul,02-Sep,12-Jul,Yes,,,H&M Home,Tianjin,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,MSCU,25-970GA,MSC RIFAYA,329N,177QSYSYS01004,186015551,Confirmed,N,CNSHA,CNSHA,USLGB,USKTO,CYP/D,24-Jul,24-Jul,40GPx1,1,40GPx1,1,13-Jul,1,1,1,,,,,,,24-Jul,,13-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,BBY,OOLU,PE2508,OOCL POLAND,037E,TBD,186394205,Canceled by requestor,N,CNNKG,CNNKG,USLGB,USLGB,CYP/CYP,24-Jul,,40HCx3,3,,,,,3.375,,,,,,,,,,,No,,,Best Buy,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NIK,COSU,SSM25008,OOCL POLAND,037E,COSU6361628390,186397517,Confirmed,N,CNNKG,CNNKG,USLGB,USLGB,CYP/CYP,24-Jul,25-Jul,40HCx3,3,40HCx3,3,20-Jul,1,3.375,3.375,,,,,,,25-Jul,14-Aug,20-Jul,Yes,,,Nike,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228845993,185487973,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846020,185487976,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846023,185487977,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846021,185487978,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846025,185487979,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846024,185487981,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846028,185487982,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846027,185487983,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846029,185487987,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846031,185487988,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > EU,AP,EU,CN,CN E.,30,HMH,MAEU,90-0080,EVELYN MAERSK,329W,228846033,185487991,Canceled by carrier,N,CNSHA,CNSHA,DEHAM,DEHAM,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,H&M Home,Shanghai,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,BBY,OOLU,PE2508,OOCL EGYPT,053E,OOLU2721583460,185503489,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,40HCx11,11,40HCx11,11,03-Jul,1,12.375,12.375,,,,,,,25-Jul,,03-Jul,Yes,,,Best Buy,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,BBY,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV143370387024,185626432,Canceled by carrier,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,,40HCx2,2,,,,,2.25,,,,,,,,,,,Yes,,,Best Buy,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,TH,TH,30,TES,EGLV,SC50089,CMA CGM A. LINCOLN,1TU24E1MA,050300573763,185644106,Confirmed,N,THLCH,THLCH,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,"20GPx1, 40GPx1",2,"20GPx1, 40GPx1",2,14-Jul,2,1.5,1.5,,,,,,,25-Jul,18-Aug,10-Jul,Yes,,,Tesla,Thailand,Direct,Yes,,,-4,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,MSCU,25-970GA,MSC ORNELLA,329A,643IN2323924,185645027,Confirmed,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40GPx1,1,40GPx1,1,06-Jul,1,1,1,,,,,,,25-Jul,,06-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,CMDU,89-0000,CMA CGM LEO,0TXF3E1MA,ZSN0577668,185649452,Canceled by carrier,N,CNJMN,CNNSA,USLAX,USLAX,CYP/CYP,25-Jul,,40HCx1,1,,,,,1.125,,,,,,,,,,,Yes,,,Newell Brands Distribution,S.China,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,HOD,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411671,185668735,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,40GPx1,1,40GPx1,1,12-Jul,2,1,1,,,,,,,25-Jul,,05-Jul,Yes,,,Home Depot,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411680,185668770,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,40GPx1,1,40GPx1,1,12-Jul,2,1,1,,,,,,,25-Jul,,05-Jul,Yes,,,Tesla,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411701,185668861,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,40HCx1,1,40HCx1,1,12-Jul,2,1.125,1.125,,,,,,,25-Jul,,05-Jul,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411774,185668932,Canceled by carrier,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,,45HCx1,1,,,,,1.265,,,,,,,,,,,Yes,,,Decathlon,Shanghai,Bkg Agnt,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411736,185668960,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,40HCx1,1,40HCx1,1,12-Jul,2,1.125,1.125,,,,,,,25-Jul,,05-Jul,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411723,185668991,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,"40GPx1, 40HCx1",2,"40GPx1, 40HCx1",2,12-Jul,2,2.125,2.125,,,,,,,25-Jul,,05-Jul,Yes,,,Decathlon,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,CMDU,89-0000,COSCO KAOHSIUNG,096E,CHN0411781,185669100,Confirmed,N,CNSHA,CNSHA,USLGB,USLGB,CYP/CYP,25-Jul,27-Jul,40GPx1,1,40GPx1,1,12-Jul,2,1,1,,,,,,,25-Jul,,05-Jul,Yes,,,Triumph,Shanghai,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,EVER LOGIC,1074-065E,NGP0384871,185680953,Confirmed,N," - , ",CNNGB,USLAX,USCXL,CYP/D,25-Jul,25-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,25-Jul,15-Aug,06-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,TH,TH,30,COS,EGLV,SC50089,CMA CGM A. LINCOLN,1TU24E1MA,050300578340,185699714,Confirmed,N,THLKR,THLCH,USLAX,USLAX,RR/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,06-Jul,1,1.125,1.125,,,,,,,25-Jul,18-Aug,06-Jul,Yes,,,Costco,Thailand,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,MSCU,25-970GA,CEZANNE,329N,177QSYSYS00992,185716122,Confirmed,N,CNSHA,CNSHA,USLAX,USKCK,CYP/RR,25-Jul,25-Jul,20GPx1,1,20GPx1,1,06-Jul,1,0.5,0.5,,,,,,,25-Jul,,06-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,YMLU,Y25-500,CONTI CONQUEST,0022E,YMPRW241122934,185755077,Confirmed,Y,CNNKG,CNNKG,USLAX,USLAX,CYP/CYP,25-Jul,13-Jul,40GPx1,1,40GPx1,1,10-Jul,2,1,1,,,,,,,17-Jul,,07-Jul,Yes,,,Newell Brands Distribution,Shanghai,Bkg Agnt,Yes,,,-3,,,,,,
AP > NA,AP,NA,VN,VN S.,30,BBY,MSCU,25-970GA,MSC ORNELLA,329A,339IN2324390,185772966,Confirmed,Y,VNSGN,VNVUT,USLAX,USLAX,CYP/CYP,25-Jul,22-Jul,40HCx2,2,40HCx2,2,07-Jul,1,2.25,2.25,,,,,,,22-Jul,,07-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV143370387211,185900844,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40GPx1,1,40GPx1,1,12-Jul,1,1,1,,,,,,,25-Jul,,12-Jul,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV143370387237,185901250,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40GPx3,3,40GPx3,3,18-Jul,2,3,3,,,,,,,25-Jul,,12-Jul,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,-6,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV143370387229,185901359,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx5,5,40HCx5,5,12-Jul,1,5.625,5.625,,,,,,,25-Jul,,12-Jul,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,MSCU,25-001WW,CEZANNE,329N,177QSYSYS01002,185906392,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,17-Jul,2,1.125,1.125,,,,,,,25-Jul,,14-Jul,Yes,,,Costco,Shanghai,Bkg Agnt,Yes,,,-3,,,,,,
AP > NA,AP,NA,CN,CN E.,30,HOD,MSCU,25-001WW,CEZANNE,329N,177QSYSYS01001,185906613,Confirmed,N,CNSHA,CNSHA,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,"40GPx1, 40HCx2",3,"40GPx1, 40HCx2",3,15-Jul,2,3.25,3.25,,,,,,,25-Jul,,14-Jul,Yes,,,Home Depot,Shanghai,Bkg Agnt,Yes,,,-1,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,COSU,SSM25008,BEIJING,098E,TSL202307110250,185956452,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,45HCx1,1,45HCx1,1,12-Jul,1,1.265,1.265,,,,,,,25-Jul,,12-Jul,Yes,,,Costco,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,COSU,SSM25008,BEIJING,098E,TSL202307110248,185956540,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,19-Jul,2,1.125,1.125,,,,,,,25-Jul,,12-Jul,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,-7,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,COSU,SSM25008,BEIJING,098E,TSL202307110265,185956990,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,25-Jul,,12-Jul,Yes,,,Triumph,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,COSU,SSM25008,BEIJING,098E,TSL202307110264,185957074,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,12-Jul,1,1.125,1.125,,,,,,,25-Jul,,12-Jul,Yes,,,Triumph,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,COSU,SSM25008,BEIJING,098E,TSL202307110266,185957107,Confirmed,N,CNNGB,CNNGB,USLGB,USLGB,CYP/CYP,25-Jul,25-Jul,40HCx2,2,40HCx2,2,12-Jul,1,2.25,2.25,,,,,,,25-Jul,,12-Jul,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,COSU,SSM25008,EVER LOGIC,1074-065E,TSL202307110269,185957238,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,11-Jul,1,1.125,1.125,,,,,,,25-Jul,,11-Jul,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,COSU,SSM25008,EVER LOGIC,1074-065E,TSL202307110270,185957246,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,11-Jul,1,1.125,1.125,,,,,,,25-Jul,,11-Jul,Yes,,,Tesla,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,COSU,SSM25008,EVER LOGIC,1074-065E,TSL202307110272,185957311,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,11-Jul,1,1.125,1.125,,,,,,,25-Jul,,11-Jul,Yes,,,Tesla,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,COSU,SSM25008,EVER LOGIC,1074-065E,TSL202307110271,185957355,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,11-Jul,1,1.125,1.125,,,,,,,25-Jul,,11-Jul,Yes,,,Tesla,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TES,COSU,SSM25008,EVER LOGIC,1074-065E,TSL202307110268,185957386,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx1,1,40HCx1,1,11-Jul,1,1.125,1.125,,,,,,,25-Jul,,11-Jul,Yes,,,Tesla,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,EGLV,SC50089,EVER LOGIC,1074-065E,EGLV143370387369,185977970,Confirmed,N,CNNGB,CNNGB,USLAX,USLAX,CYP/CYP,25-Jul,25-Jul,40HCx4,4,40HCx4,4,12-Jul,1,4.5,4.5,,,,,,,25-Jul,08-Aug,12-Jul,Yes,,,Decathlon,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN S.,30,NEW,CMDU,89-0000,CMA CGM LEO,0TXF3E1MA,ZSN0579395,186083274,Canceled by carrier,N,CNYTN,CNYTN,USLAX,USLAX,CYP/CYP,25-Jul,,40GPx1,1,,,,,1,,,,,,,,,,,Yes,,,Newell Brands Distribution,S.China,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,30,TES,MSCU,25-001WW,,,TBD,186131501,Canceled by requestor,N,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,25-Jul,,40HCx2,2,,,,,2.25,,,,,,,,,,,No,,,Tesla,Vietnam,Direct,No,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,COSCO PORTUGAL,060E,NGP0409077,186152466,Confirmed,Y," - , ",CNNGB,USLGB,USICT,CYP/D,25-Jul,06-Aug,20GPx1,1,20GPx1,1,24-Jul,1,0.5,0.5,,,,,,,06-Aug,02-Sep,24-Jul,Yes,,,Newell Brands Distribution,Ningbo,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300276626,186322277,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,25-Jul,08-Aug,40HCx4,4,40HCx4,4,18-Jul,1,4.5,4.5,,,,,,,08-Aug,04-Sep,18-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300276634,186322378,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,25-Jul,08-Aug,40HCx9,9,40HCx9,9,03-Aug,3,10.125,10.125,,,,,,,08-Aug,04-Sep,18-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,-16,,,,,,
AP > NA,AP,NA,VN,VN N.,30,BBY,EGLV,SC50089,EVER CHASTE,0007-042N,236300276642,186322442,Confirmed,Y,VNHPH,VNHPH,USLAX,USLAX,CYP/CYP,25-Jul,08-Aug,40HCx3,3,40HCx3,3,24-Jul,2,3.375,3.375,,,,,,,09-Aug,04-Sep,18-Jul,Yes,,,Best Buy,Vietnam,Direct,Yes,,,-6,,,,,,
AP > NA,AP,NA,CN,CN E.,30,COS,COSU,HOI23500,,,6359931000,185261816,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,26-Jul,26-Jul,40HCx2,2,40HCx2,2,27-Jun,1,2.25,2.25,,,,,,,26-Jul,27-Aug,27-Jun,Yes,,,Costco,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,DEC,COSU,HOI23500,,,6359929440,185261895,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,26-Jul,26-Jul,40HCx2,2,40HCx2,2,27-Jun,1,2.25,2.25,,,,,,,26-Jul,27-Aug,27-Jun,Yes,,,Decathlon,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,VN,VN S.,30,COS,COSU,SSM25008,CSCL EAST CHINA SEA,058E,6360231190,185499284,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,26-Jul,25-Jul,40HCx2,2,40HCx2,2,01-Aug,5,2.25,2.25,,,,,,,26-Jul,19-Aug,30-Jun,Yes,,,Costco,Vietnam,Direct,Yes,,,-32,,,,,,
AP > NA,AP,NA,VN,VN S.,30,COS,COSU,SSM25008,CSCL EAST CHINA SEA,058E,6360231210,185499402,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,26-Jul,25-Jul,40HCx1,1,40HCx1,1,02-Aug,6,1.125,1.125,,,,,,,26-Jul,19-Aug,30-Jun,Yes,,,Costco,Vietnam,Direct,Yes,,,-33,,,,,,
AP > NA,AP,NA,VN,VN S.,30,COS,COSU,SSM25008,CSCL EAST CHINA SEA,058E,6360231270,185499508,Confirmed,N,VNSGN,VNVUT,USLGB,USLGB,CYP/CYP,26-Jul,25-Jul,40HCx1,1,40HCx1,1,02-Aug,6,1.125,1.125,,,,,,,26-Jul,19-Aug,30-Jun,Yes,,,Costco,Vietnam,Direct,Yes,,,-33,,,,,,
AP > NA,AP,NA,CN,CN E.,30,TRI,COSU,HOI23500,,,6360426180,185590898,Confirmed,N,CNFOC,CNFOC,USLAX,USLAX,CYP/CYP,26-Jul,26-Jul,40HCx1,1,40HCx1,1,04-Jul,1,1.125,1.125,,,,,,,26-Jul,20-Aug,04-Jul,Yes,,,Triumph,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,,,XIA1176282,185640996,Confirmed,Y,CNXMN,CNXMN,USLAX,USKCK,CYP/CYP,26-Jul,02-Aug,40HCx2,2,40HCx2,2,07-Jul,3,2.25,2.25,,,,,,,26-Jul,13-Aug,04-Jul,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,-3,,,,,,
AP > NA,AP,NA,CN,CN E.,30,NEW,CMDU,89-0000,,,XIA1176427,185641100,Confirmed,N,CNXMN,CNXMN,USLAX,USKCK,CYP/CYP,26-Jul,26-Jul,40HCx2,2,40HCx2,2,04-Jul,1,2.25,2.25,,,,,,,26-Jul,13-Aug,04-Jul,Yes,,,Newell Brands Distribution,Xiamen,Bkg Agnt,Yes,,,0,,,,,,
